"","year","iso3_o","iso3_d","iso3num_o","iso3num_d","contig","distwces","comlang_off","comlang_ethno","comcol","comrelig","gdp_o","gdp_d","gatt_o","gatt_d","wto_o","wto_d","eu_o","eu_d","rta","rta_coverage","rta_type","entry_cost_o","entry_cost_d","tradeflow_comtrade_o"
"16563",1950,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1880000,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16564",1951,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,2083000.064,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16565",1952,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,2367000.064,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16566",1953,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,2660999.936,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16567",1954,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,3678000.128,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16568",1955,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,2289999.872,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16569",1956,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,3030000.128,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16570",1957,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,3942000.128,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16571",1958,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,4094000.128,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16572",1959,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,4350000.128,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16573",1960,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,3891848.96,7981949.696,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16574",1961,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,2357059.072,8872179.2,0,1,0,0,0,0,0,0,6,NA,NA,NA
"16575",1962,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,2745939.968,9314508.544,0,1,0,0,0,0,0,0,6,NA,NA,35
"16576",1963,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,3863726.848,9859987.456,0,1,0,0,0,0,0,0,6,NA,NA,65.671
"16577",1964,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,3358134.016,10516462.08,0,1,0,0,0,0,0,0,6,NA,NA,64.504
"16578",1965,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,3017614.336,11791348.736,0,1,0,0,0,0,0,0,6,NA,NA,880.475
"16579",1966,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,3806043.648,12906298.368,0,1,0,0,0,0,0,0,6,NA,NA,59.034
"16580",1967,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,4702747.136,14657396.736,1,1,0,0,0,0,0,0,6,NA,NA,2189.037
"16581",1968,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,5955336.704,15573773.824,1,1,0,0,0,0,0,0,6,NA,NA,93.414
"16582",1969,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,7475692.544,17103933.44,1,1,0,0,0,0,0,0,6,NA,NA,130.893
"16583",1970,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,9409775.616,19019810.816,1,1,0,0,0,0,0,0,6,NA,NA,312.898
"16584",1971,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,10418263.04,19353901.056,1,1,0,0,0,0,0,0,6,NA,NA,492.61
"16585",1972,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,11367558.144,9309109.248,1,1,0,0,0,0,0,0,6,NA,NA,4948.047
"16586",1973,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,14538310.656,6324883.968,1,1,0,0,0,0,1,1,7,NA,NA,5714.806
"16587",1974,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,20426483.712,8773030.912,1,1,0,0,0,0,1,1,7,NA,NA,8571.949
"16588",1975,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,22797520.896,11340000.256,1,1,0,0,0,0,1,1,7,NA,NA,13942.701
"16589",1976,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,31354546.176,13338485.76,1,1,0,0,0,0,1,1,7,NA,NA,26178.918
"16590",1977,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,40255787.008,15126060.032,1,1,0,0,0,0,1,1,7,NA,NA,42245.828
"16591",1978,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,54273761.28,17820100.608,1,1,0,0,0,0,1,1,7,NA,NA,64766.313
"16592",1979,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,69731819.52,19707979.776,1,1,0,0,0,0,1,1,7,NA,NA,73910.984
"16593",1980,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,67802382.336,23689697.28,1,1,0,0,0,0,1,1,7,NA,NA,76051.805
"16594",1981,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,76240986.112,28100605.952,1,1,0,0,0,0,1,1,7,NA,NA,96930.156
"16595",1982,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,81639219.2,30725971.968,1,1,0,0,0,0,1,1,7,NA,NA,106032.742
"16596",1983,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,90524008.448,28691890.176,1,1,0,0,0,0,1,1,7,NA,NA,126807.531
"16597",1984,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,99983376.384,31151824.896,1,1,0,0,0,0,1,1,7,NA,NA,86704.594
"16598",1985,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,103729913.856,31144921.088,1,1,0,0,0,0,1,1,7,NA,NA,98908.219
"16599",1986,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,119773896.704,31899072.512,1,1,0,0,0,0,1,1,7,NA,NA,126599.359
"16600",1987,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,150986899.456,33351526.4,1,1,0,0,0,0,1,1,7,NA,NA,209692.375
"16601",1988,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,202308370.432,38472740.864,1,1,0,0,0,0,1,1,7,NA,NA,239348.906
"16602",1989,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,248768512,40171020.288,1,1,0,0,0,0,1,1,7,NA,NA,245694.125
"16603",1990,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,284757131.264,40010424.32,1,1,0,0,0,0,1,1,7,NA,NA,221474.5
"16604",1991,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,332324536.32,45451960.32,1,1,0,0,0,0,1,1,7,NA,NA,326201.25
"16605",1992,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,356117970.944,48635240.448,1,1,0,0,0,0,1,1,7,NA,NA,371593.188
"16606",1993,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,391963082.752,51478355.968,1,1,0,0,0,0,1,1,7,NA,NA,462216.031
"16607",1994,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,458704224.256,51894796.288,1,1,0,0,0,0,1,1,7,NA,NA,363269.563
"16608",1995,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,559329574.912,60636069.888,1,1,1,1,0,0,1,1,7,NA,NA,358348.813
"16609",1996,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,603413151.744,63320170.496,1,1,1,1,0,0,1,1,7,NA,NA,358082
"16610",1997,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,560485236.736,62433341.44,1,1,1,1,0,0,1,1,7,NA,NA,359215.469
"16611",1998,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,376481972.224,62191955.968,1,1,1,1,0,0,1,1,7,NA,NA,341980.531
"16612",1999,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,486314999.808,62973853.696,1,1,1,1,0,0,1,1,7,NA,NA,338032.938
"16613",2000,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,561633034.24,73952378.88,1,1,1,1,0,0,1,1,7,NA,NA,403578
"16614",2001,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,533051998.208,72309735.424,1,1,1,1,0,0,1,1,7,NA,NA,355382.125
"16615",2002,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,609020084.224,72306819.072,1,1,1,1,0,0,1,1,7,NA,NA,405196.219
"16616",2003,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,680520777.728,83244802.048,1,1,1,1,0,0,1,1,7,18.4,42.4,447417.438
"16617",2004,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,764880617.472,97977769.984,1,1,1,1,0,0,1,1,7,15.7,31.4,590852.563
"16618",2005,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,898134310.912,109502103.552,1,1,1,1,0,0,1,1,7,15.7,25.6,661876.188
"16619",2006,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1011797983.232,137264062.464,1,1,1,1,0,0,1,1,7,18.2,22.8,673153.188
"16620",2007,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1122675851.264,152385716.224,1,1,1,1,0,0,1,1,7,17.1,15.3,678114.688
"16621",2008,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1002216030.208,170077814.784,1,1,1,1,0,0,1,1,7,16.9,13.7,839567.875
"16622",2009,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,901934940.16,167874969.6,1,1,1,1,0,0,1,1,7,14.7,16,729809.875
"16623",2010,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1094499368.96,177165631.488,1,1,1,1,0,0,1,1,7,14.7,17.8,780870.875
"16624",2011,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1202463703.04,213587410.944,1,1,1,1,0,0,1,1,7,14.6,17.7,818095.688
"16625",2012,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1222807126.016,224383614.976,1,1,1,1,0,0,1,1,7,14.6,16.1,847195.125
"16626",2013,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1304553979.904,232286781.44,1,1,1,1,0,0,1,1,7,14.6,15.9,818990.438
"16627",2014,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1411333881.856,244360888.32,1,1,1,1,0,0,1,1,7,14.5,14.6,770034
"16628",2015,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1382763986.944,271049883.648,1,1,1,1,0,0,1,1,7,14.5,13.9,790066.813
"16629",2016,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1411245539.328,283659993.088,1,1,1,1,0,0,1,1,7,14.6,12.4,828672.5
"16630",2017,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1623901496.836,304567253.219,1,1,1,1,0,0,1,1,7,14.6,7.9,1006731.75
"16631",2018,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1724845615.629,314567541.558,1,1,1,1,0,0,1,1,7,14.6,6.8,1018000.938
"16632",2019,"KOR","PAK",410,586,0,5268.047,0,1,0,0.001,1646739219.51,278221906.023,1,1,1,1,0,0,1,1,7,14.6,6.7,832678.875
"16633",1948,"KOR","SAU",410,682,0,7937.503,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16634",1949,"KOR","SAU",410,682,0,7937.503,0,0,0,0,NA,568260.032,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16635",1950,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1880000,608530.048,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16636",1951,"KOR","SAU",410,682,0,7937.503,0,0,0,0,2083000.064,649330.048,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16637",1952,"KOR","SAU",410,682,0,7937.503,0,0,0,0,2367000.064,690659.968,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16638",1953,"KOR","SAU",410,682,0,7937.503,0,0,0,0,2660999.936,738659.968,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16639",1954,"KOR","SAU",410,682,0,7937.503,0,0,0,0,3678000.128,780800,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16640",1955,"KOR","SAU",410,682,0,7937.503,0,0,0,0,2289999.872,823200,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16641",1956,"KOR","SAU",410,682,0,7937.503,0,0,0,0,3030000.128,866400,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16642",1957,"KOR","SAU",410,682,0,7937.503,0,0,0,0,3942000.128,909859.968,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16643",1958,"KOR","SAU",410,682,0,7937.503,0,0,0,0,4094000.128,960260.032,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16644",1959,"KOR","SAU",410,682,0,7937.503,0,0,0,0,4350000.128,1095200,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16645",1960,"KOR","SAU",410,682,0,7937.503,0,0,0,0,3891848.96,1085550.08,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16646",1961,"KOR","SAU",410,682,0,7937.503,0,0,0,0,2357059.072,1212439.936,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16647",1962,"KOR","SAU",410,682,0,7937.503,0,0,0,0,2745939.968,1918040.064,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16648",1963,"KOR","SAU",410,682,0,7937.503,0,0,0,0,3863726.848,2053750.016,0,0,0,0,0,0,0,0,6,NA,NA,NA
"16649",1964,"KOR","SAU",410,682,0,7937.503,0,0,0,0,3358134.016,2300709.888,0,0,0,0,0,0,0,0,6,NA,NA,6.068
"16650",1965,"KOR","SAU",410,682,0,7937.503,0,0,0,0,3017614.336,2647949.824,0,0,0,0,0,0,0,0,6,NA,NA,7
"16651",1966,"KOR","SAU",410,682,0,7937.503,0,0,0,0,3806043.648,2920550.144,0,0,0,0,0,0,0,0,6,NA,NA,3.596
"16652",1967,"KOR","SAU",410,682,0,7937.503,0,0,0,0,4702747.136,3257019.904,1,0,0,0,0,0,0,0,6,NA,NA,605.393
"16653",1968,"KOR","SAU",410,682,0,7937.503,0,0,0,0,5955336.704,4187777.792,1,0,0,0,0,0,0,0,6,NA,NA,319.484
"16654",1969,"KOR","SAU",410,682,0,7937.503,0,0,0,0,7475692.544,4485777.408,1,0,0,0,0,0,0,0,6,NA,NA,411.855
"16655",1970,"KOR","SAU",410,682,0,7937.503,0,0,0,0,9409775.616,5014444.032,1,0,0,0,0,0,0,0,6,NA,NA,140.115
"16656",1971,"KOR","SAU",410,682,0,7937.503,0,0,0,0,10418263.04,6797048.832,1,0,0,0,0,0,0,0,6,NA,NA,1252.485
"16657",1972,"KOR","SAU",410,682,0,7937.503,0,0,0,0,11367558.144,9230601.216,1,0,0,0,0,0,0,0,6,NA,NA,5071.547
"16658",1973,"KOR","SAU",410,682,0,7937.503,0,0,0,0,14538310.656,14441806.848,1,0,0,0,0,0,0,0,6,NA,NA,13029.969
"16659",1974,"KOR","SAU",410,682,0,7937.503,0,0,0,0,20426483.712,44990984.192,1,0,0,0,0,0,0,0,6,NA,NA,24952.652
"16660",1975,"KOR","SAU",410,682,0,7937.503,0,0,0,0,22797520.896,46528880.64,1,0,0,0,0,0,0,0,6,NA,NA,91185.313
"16661",1976,"KOR","SAU",410,682,0,7937.503,0,0,0,0,31354546.176,63838240.768,1,0,0,0,0,0,0,0,6,NA,NA,234779.609
"16662",1977,"KOR","SAU",410,682,0,7937.503,0,0,0,0,40255787.008,74028818.432,1,0,0,0,0,0,0,0,6,NA,NA,671391.375
"16663",1978,"KOR","SAU",410,682,0,7937.503,0,0,0,0,54273761.28,80087654.4,1,0,0,0,0,0,0,0,6,NA,NA,717011.125
"16664",1979,"KOR","SAU",410,682,0,7937.503,0,0,0,0,69731819.52,111720128.512,1,0,0,0,0,0,0,0,6,NA,NA,704155.375
"16665",1980,"KOR","SAU",410,682,0,7937.503,0,0,0,0,67802382.336,164308172.8,1,0,0,0,0,0,0,0,6,NA,NA,946091.125
"16666",1981,"KOR","SAU",410,682,0,7937.503,0,0,0,0,76240986.112,183939399.68,1,0,0,0,0,0,0,0,6,NA,NA,1136133.625
"16667",1982,"KOR","SAU",410,682,0,7937.503,0,0,0,0,81639219.2,152907350.016,1,0,0,0,0,0,0,0,6,NA,NA,1122282.5
"16668",1983,"KOR","SAU",410,682,0,7937.503,0,0,0,0,90524008.448,128859627.52,1,0,0,0,0,0,0,0,6,NA,NA,1436542.125
"16669",1984,"KOR","SAU",410,682,0,7937.503,0,0,0,0,99983376.384,119293132.8,1,0,0,0,0,0,0,0,6,NA,NA,991057
"16670",1985,"KOR","SAU",410,682,0,7937.503,0,0,0,0,103729913.856,103897849.856,1,0,0,0,0,0,0,0,6,NA,NA,968718.313
"16671",1986,"KOR","SAU",410,682,0,7937.503,0,0,0,0,119773896.704,86961922.048,1,0,0,0,0,0,0,0,6,NA,NA,854842.188
"16672",1987,"KOR","SAU",410,682,0,7937.503,0,0,0,0,150986899.456,85695864.832,1,0,0,0,0,0,0,0,6,NA,NA,1030934.625
"16673",1988,"KOR","SAU",410,682,0,7937.503,0,0,0,0,202308370.432,88256077.824,1,0,0,0,0,0,0,0,6,NA,NA,1130285.125
"16674",1989,"KOR","SAU",410,682,0,7937.503,0,0,0,0,248768512,95344459.776,1,0,0,0,0,0,0,0,6,NA,NA,814814.813
"16675",1990,"KOR","SAU",410,682,0,7937.503,0,0,0,0,284757131.264,116778115.072,1,0,0,0,0,0,0,0,6,NA,NA,739691.75
"16676",1991,"KOR","SAU",410,682,0,7937.503,0,0,0,0,332324536.32,131335913.472,1,0,0,0,0,0,0,0,6,NA,NA,980313.688
"16677",1992,"KOR","SAU",410,682,0,7937.503,0,0,0,0,356117970.944,136304140.288,1,0,0,0,0,0,0,0,6,NA,NA,940754.5
"16678",1993,"KOR","SAU",410,682,0,7937.503,0,0,0,0,391963082.752,132151402.496,1,0,0,0,0,0,0,0,6,NA,NA,943964.313
"16679",1994,"KOR","SAU",410,682,0,7937.503,0,0,0,0,458704224.256,134327107.584,1,0,0,0,0,0,0,0,6,NA,NA,878007.875
"16680",1995,"KOR","SAU",410,682,0,7937.503,0,0,0,0,559329574.912,142457683.968,1,0,1,0,0,0,0,0,6,NA,NA,1106910.75
"16681",1996,"KOR","SAU",410,682,0,7937.503,0,0,0,0,603413151.744,157743120.384,1,0,1,0,0,0,0,0,6,NA,NA,1096854.25
"16682",1997,"KOR","SAU",410,682,0,7937.503,0,0,0,0,560485236.736,164993859.584,1,0,1,0,0,0,0,0,6,NA,NA,1038602.688
"16683",1998,"KOR","SAU",410,682,0,7937.503,0,0,0,0,376481972.224,145772806.144,1,0,1,0,0,0,0,0,6,NA,NA,1289329.75
"16684",1999,"KOR","SAU",410,682,0,7937.503,0,0,0,0,486314999.808,160957054.976,1,0,1,0,0,0,0,0,6,NA,NA,1306099.5
"16685",2000,"KOR","SAU",410,682,0,7937.503,0,0,0,0,561633034.24,188441870.336,1,0,1,0,0,0,0,0,6,NA,NA,1235078.75
"16686",2001,"KOR","SAU",410,682,0,7937.503,0,0,0,0,533051998.208,183012261.888,1,0,1,0,0,0,0,0,6,NA,NA,1275485
"16687",2002,"KOR","SAU",410,682,0,7937.503,0,0,0,0,609020084.224,188551200.768,1,0,1,0,0,0,0,0,6,NA,NA,1581138
"16688",2003,"KOR","SAU",410,682,0,7937.503,0,0,0,0,680520777.728,214572793.856,1,0,1,0,0,0,0,0,6,18.4,66.1,1409078.125
"16689",2004,"KOR","SAU",410,682,0,7937.503,0,0,0,0,764880617.472,258742140.928,1,0,1,0,0,0,0,0,6,15.7,60.7,1708142.875
"16690",2005,"KOR","SAU",410,682,0,7937.503,0,0,0,0,898134310.912,328459616.256,1,0,1,1,0,0,0,0,6,15.7,68.3,2093147
"16691",2006,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1011797983.232,376900124.672,1,0,1,1,0,0,0,0,6,18.2,67.4,2978298.25
"16692",2007,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1122675851.264,415909019.648,1,0,1,1,0,0,0,0,6,17.1,27.5,4025836.25
"16693",2008,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1002216030.208,519796785.152,1,0,1,1,0,0,0,0,6,16.9,15.4,5253426.5
"16694",2009,"KOR","SAU",410,682,0,7937.503,0,0,0,0,901934940.16,429097877.504,1,0,1,1,0,0,0,0,6,14.7,5.8,3856581.75
"16695",2010,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1094499368.96,526811463.68,1,0,1,1,0,0,0,0,6,14.7,7.4,4556672.5
"16696",2011,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1202463703.04,669506666.496,1,0,1,1,0,0,0,0,6,14.6,6.4,6964298.5
"16697",2012,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1222807126.016,733955751.936,1,0,1,1,0,0,0,0,6,14.6,5.1,9112039
"16698",2013,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1304553979.904,748449628.16,1,0,1,1,0,0,0,0,6,14.6,5,8827722
"16699",2014,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1411333881.856,756350320.64,1,0,1,1,0,0,0,0,6,14.5,4,8286928.5
"16700",2015,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1382763986.944,654269874.176,1,0,1,1,0,0,0,0,6,14.5,4.1,9481872
"16701",2016,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1411245539.328,646438387.712,1,0,1,1,0,0,0,0,6,14.6,4.1,5643862
"16702",2017,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1623901496.836,688586244.287,1,0,1,1,0,0,0,0,6,14.6,6.8,5147056
"16703",2018,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1724845615.629,786521831.572,1,0,1,1,0,0,0,0,6,14.6,6.6,3951947
"16704",2019,"KOR","SAU",410,682,0,7937.503,0,0,0,0,1646739219.51,792966838.162,1,0,1,1,0,0,0,0,6,14.6,5.4,3697120.25
"16705",1948,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16706",1949,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16707",1950,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,1880000,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16708",1951,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,2083000.064,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16709",1952,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,2367000.064,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16710",1953,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,2660999.936,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16711",1954,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,3678000.128,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16712",1955,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,2289999.872,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16713",1956,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,3030000.128,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16714",1957,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,3942000.128,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16715",1958,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,4094000.128,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16716",1959,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,4350000.128,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16717",1960,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,3891848.96,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16718",1961,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,2357059.072,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA
"16719",1962,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,2745939.968,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,411
"16720",1963,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,3863726.848,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,663.44
"16721",1964,"KOR","SGP",410,702,NA,NA,NA,NA,NA,NA,3358134.016,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,2102.215
"16722",1965,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,3017614.336,974186.752,0,0,0,0,0,0,0,0,6,NA,NA,2196.541
"16723",1966,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,3806043.648,1095902.976,0,0,0,0,0,0,0,0,6,NA,NA,2508.962
"16724",1967,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,4702747.136,1237415.168,1,0,0,0,0,0,0,0,6,NA,NA,4139.779
"16725",1968,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,5955336.704,1425020.032,1,0,0,0,0,0,0,0,6,NA,NA,10747.184
"16726",1969,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,7475692.544,1659044.48,1,0,0,0,0,0,0,0,6,NA,NA,12040.573
"16727",1970,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,9409775.616,1919496.192,1,0,0,0,0,0,0,0,6,NA,NA,11018.669
"16728",1971,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,10418263.04,2270330.112,1,0,0,0,0,0,0,0,6,NA,NA,10106.219
"16729",1972,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,11367558.144,2950257.664,1,0,0,0,0,0,0,0,6,NA,NA,10059.578
"16730",1973,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,14538310.656,4227574.272,1,1,0,0,0,0,0,0,6,NA,NA,30448.727
"16731",1974,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,20426483.712,5260730.88,1,1,0,0,0,0,0,0,6,NA,NA,48521.777
"16732",1975,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,22797520.896,5789229.568,1,1,0,0,0,0,0,0,6,NA,NA,58269.664
"16733",1976,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,31354546.176,6071575.04,1,1,0,0,0,0,0,0,6,NA,NA,78452.469
"16734",1977,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,40255787.008,6702713.856,1,1,0,0,0,0,0,0,6,NA,NA,98429.828
"16735",1978,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,54273761.28,8062400.512,1,1,0,0,0,0,0,0,6,NA,NA,143622.734
"16736",1979,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,69731819.52,9719674.88,1,1,0,0,0,0,0,0,6,NA,NA,196684.266
"16737",1980,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,67802382.336,12078880.768,1,1,0,0,0,0,0,0,6,NA,NA,266274
"16738",1981,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,76240986.112,14363052.032,1,1,0,0,0,0,0,0,6,NA,NA,305940.719
"16739",1982,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,81639219.2,15873552.384,1,1,0,0,0,0,0,0,6,NA,NA,381373.875
"16740",1983,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,90524008.448,18001987.584,1,1,0,0,0,0,0,0,6,NA,NA,538815.563
"16741",1984,"KOR","SGP",410,702,0,4631.185,0,1,0,0.005,99983376.384,19550103.552,1,1,0,0,0,0,0,0,6,NA,NA,496823.5
